Ticket ID,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Ticket Priority,Customer Satisfaction Rating
1336,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.


I just received my order last week. I have already paid that $20 but no other info was in the package. I was given a picture of my I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Low,5
1337,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. Sorry.

Click to expand... I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Critical,5
1338,Technical issue,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

2.4.5 (9-12-2016) Corrected a minor bug in the ""I'm having an issue with the 'My Phone' I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,Critical,
1339,Product inquiry,Software bug,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

No, it's not a problem that you can fix. Please give I'm not sure if this issue is specific to my device or if others have reported similar problems.",Pending Customer Response,Low,
1340,Refund request,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

Proud Member - scratched out $20

Premium Member - scratched out $10

Premium Member - scratched out $5

Premium Member - This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Critical,5
1341,Technical issue,Product setup,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

You might have noticed that some products from your mobile device may not make it to I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Pending Customer Response,Medium,
1342,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist. I'm not going anywhere! (Please). "" > "" I can't help but think about the number one thing it will take to reach a successful product acquisition. I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Low,2
1343,Cancellation request,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

Product ID: 1680

Process: eos

Total price: $1245.95

A new way for users to pay via I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,Critical,
1344,Billing inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist.


Sorry, no images that I tried.


If its a small item from the same seller as the original, I'm sorry

$29. I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Critical,2
1345,Refund request,Account access,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Is there a way to recover information from the product purchased?

Thank you for your interest in This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Low,
1346,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

My problem here is with the {product_id}. You've been asked to use what's called a unique ID, and have provided no other unique ID I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,High,
